paper_id,claim_id,table_figure,claim_type,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_etal_2023,app_t8_rows,"Appendix Table 8, p. 22",structural,Misinformation items in the traffic and engagement table,NA,18,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,app_t9_agreeableness,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for agreeableness,NA,0.076,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_conscientiousness,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for conscientiousness,NA,0.082,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_covariates,"Appendix Table 9, p. 23",structural,Covariate types in the further heterogeneity investigation,NA,10,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,app_t9_crt,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for the Cognitive Reflection Test,NA,0.069,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_emotional_stability,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for emotional stability,NA,0.040,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_experiments,"Appendix p. 23: ""across our 21 experiments, we interacted each conditional indicator with each pre-treatment covariate in separate linear models""",definitional,Experiments in the further heterogeneity investigation,NA,21,NA,24,0,NA,unresolved,"The deposit ships no code for appendix Table 9, and the article elsewhere describes twenty-four experiments."
coppock_etal_2023,app_t9_extraversion,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for extraversion,NA,0.035,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_models,"Appendix p. 23: ""resulting in 210 separate linear models""",pipeline,Linear models fitted in the further heterogeneity investigation,NA,210,NA,NA,NA,NA,archive,"The deposit ships no code for appendix Table 9, so neither instrument computes it."
coppock_etal_2023,app_t9_need_for_cognition,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for need for cognition,NA,0.039,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_openness,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for openness,NA,0.052,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_partisanship,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for partisanship,NA,0.104,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_political_interest,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for political interest,NA,0.039,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,app_t9_political_knowledge,"Appendix Table 9, p. 23",pipeline,Mean adjusted r-squared for political knowledge,NA,0.080,NA,NA,NA,NA,archive,No code for appendix Table 9 in the deposit.
coppock_etal_2023,art_abstract_findings,"Abstract, p. 1",structural,Sets of existing findings the study corroborates,NA,4,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_abstract_panels,"Abstract, p. 1",definitional,Panel experiments conducted,NA,8,NA,8,1,NA,NA,Published 8; rewrite 8; deposit not computed.
coppock_etal_2023,art_abstract_year,"Abstract, p. 1",structural,Election year studied,NA,2020,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_intro_attitudes_quarter,"Introduction, p. 2: ""the effects of fact-checks and misinformation on subsequent attitudes are smaller than one-quarter of a point""",descriptive,Largest overall thermometer effect is smaller than one-quarter of a point,NA,1,NA,0,NA,FALSE,archive,As fig6_overall_treatmentcontrol.
coppock_etal_2023,art_intro_belief_scale,"Introduction, p. 2",definitional,Upper endpoint of the belief certainty scale,NA,100,NA,100,1,NA,NA,Published 100; rewrite 100; deposit not computed.
coppock_etal_2023,art_intro_correction_effect,"Introduction, p. 2: ""decreasing false beliefs by 10.5 points""",pipeline,Meta-analytic correction effect magnitude,10.5,10.5,1,10.5,1,NA,NA,Published 10.5; rewrite 10.5; deposit 10.5.
coppock_etal_2023,art_intro_fact_checks,"Introduction, p. 2: ""we evaluated the effects of twenty-one widely disseminated pieces of misinformation""",definitional,Distinct pieces of misinformation and corresponding fact checks,21,21,1,21,1,NA,NA,Published 21; rewrite 21; deposit 21.
coppock_etal_2023,art_intro_findings,"Introduction, p. 1",structural,Prior findings reviewed,NA,4,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_intro_ft_scale,"Introduction, p. 2",definitional,Upper endpoint of the feeling thermometer,NA,100,NA,100,1,NA,NA,Published 100; rewrite 100; deposit not computed.
coppock_etal_2023,art_intro_lag_days,"Introduction, p. 2: ""on average, thirteen days separated the first appearance of the misinformation online from the inclusion of that misinformation in our experiments""",pipeline,Mean days from misinformation posting to fielding,13,13,1,13,1,NA,NA,Published 13; rewrite 13; deposit 13.
coppock_etal_2023,art_intro_misinfo_effect,"Introduction, p. 2: ""Exposure to misinformation increased false beliefs by an average of 4.3 points""",pipeline,Meta-analytic misinformation effect,4.3,4.3,1,4.3,1,NA,NA,Published 4.3; rewrite 4.3; deposit 4.3.
coppock_etal_2023,art_intro_months,"Introduction, p. 2",structural,Months of the election covered,NA,2,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_intro_panels,"Introduction, p. 2",definitional,Preregistered panel experiments,NA,8,NA,8,1,NA,NA,Published 8; rewrite 8; deposit not computed.
coppock_etal_2023,art_intro_persist_w2,"Introduction, p. 2: ""66 per cent of the initial effect of fact-checks on factual beliefs is still detectable one week after initial exposure""",pipeline,Share of the Wave 1 correction effect remaining at Wave 2,49,66,0,49,0,NA,paper_internal,"The article states this quantity twice at different values. Appendix Table 5's Meta-analysis ratio row prints 0.49, the random-effects pool of the same per-experiment ratios, where the main text says 66 per cent. The published figure sits in the fixed-effect family, whose pool is 65 per cent adjusted and 71 per cent unadjusted, but no expression in the deposit or the rewrite returns 66 exactly."
coppock_etal_2023,art_intro_persist_w3,"Introduction, p. 2: ""with 50 percent detectable after more than two weeks""",pipeline,Share of the Wave 1 correction effect remaining at Wave 3,43,50,0,34,0,NA,paper_internal,The article states this quantity twice at different values. Appendix Table 7's Meta-analysis ratio row prints 0.43 where the main text says 50 per cent. That row is itself fitted on the wrong outcome (see fig4_three_wave_flat); refitted on Wave 3 the random-effects pool is 34 per cent adjusted and 39 per cent unadjusted.
coppock_etal_2023,art_intro_total_n,"Introduction, p. 2: ""we conducted eight preregistered panel experiments (total N = 17,681)""",pipeline,Total respondents across the eight panels,17629,17681,0,17629,0,NA,paper_internal,"The deposited data hold 17,629 respondents and the appendix's own Table 1 sums to 17,629."
coppock_etal_2023,art_intro_two_weeks,"Introduction, p. 2",structural,Weeks to the third wave,NA,2,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_intro_week,"Introduction, p. 2",structural,Weeks to the second wave,NA,1,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,art_pages,"Article, masthead p. 1",structural,Pages in the published article,NA,14,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_attrition,"Design, p. 6: ""we demonstrate that our treatments do not appear to change whether subjects respond to outcome questions""",descriptive,Treatment does not change outcome response,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,design_balance,"Design, p. 4: ""we demonstrate that these randomizations generated experimental groups balanced on pretreatment covariates""",descriptive,Randomization produced balanced groups,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,design_belief_questions,"Design, p. 4",definitional,Questions measuring belief in each piece of misinformation,NA,2,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_conditions,"Design, p. 4: ""assigned to one of three conditions""",definitional,Experimental conditions,NA,3,NA,3,1,NA,NA,Published 3; rewrite 3; deposit not computed.
coppock_etal_2023,design_experiments_per_wave,"Design, p. 3: ""Subjects then participated in three independently randomized experiments""",definitional,Independently randomized experiments per respondent,NA,3,NA,3,1,NA,NA,Published 3; rewrite 3; deposit not computed.
coppock_etal_2023,design_facebook_fourteen,"Design, p. 4: ""The fourteen Facebook partnership fact-checks in our experiment were all from the first tier""",definitional,Facebook partnership fact checks in the experiment,NA,14,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_first_tier,"Design, p. 4",structural,Tier the partnership fact checks came from,NA,1,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_lucid_panels,"Design, p. 3",definitional,Panels fielded on Lucid,NA,4,NA,4,1,NA,NA,Published 4; rewrite 4; deposit not computed.
coppock_etal_2023,design_min_days,"Design, p. 4: ""a minimum of seven days separating waves""",definitional,Minimum days between waves,NA,7,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_mturk_panels,"Design, p. 3: ""Four panels were fielded on Mechanical Turk and four were fielded on Lucid""",definitional,Panels fielded on Mechanical Turk,NA,4,NA,4,1,NA,NA,Published 4; rewrite 4; deposit not computed.
coppock_etal_2023,design_personality_items,"Design, p. 3",definitional,Items in the personality inventory,NA,10,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_remaining_two,"Design, p. 4",definitional,Panels with a third wave,NA,2,NA,2,1,NA,NA,Published 2; rewrite 2; deposit not computed.
coppock_etal_2023,design_six_of_eight,"Design, p. 4: ""Six of our eight panels were comprised of two waves; the remaining two featured a third wave""",definitional,Panels with two waves,NA,6,NA,6,1,NA,NA,Published 6; rewrite 6; deposit not computed.
coppock_etal_2023,design_three_wave_panels,"Design, p. 3",definitional,Three-wave panels,NA,2,NA,2,1,NA,NA,Published 2; rewrite 2; deposit not computed.
coppock_etal_2023,design_tiers,"Design, p. 4",structural,Tiers Facebook divided misinformation into,NA,3,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_traffic_dem,"Design, p. 4: ""the average fact-check of Democratic-congenial misinformation received 45,123 views""",pipeline,Mean page views of Democratic-congenial fact checks,45123,45123,1,45123,1,NA,NA,Published 45123; rewrite 45123; deposit 45123.
coppock_etal_2023,design_traffic_rep,"Design, p. 4: ""fact-checks of Republican-congenial misinformation (shown in the top panel) received 138,971 views over the eight weeks following the original post""",pipeline,Mean page views of Republican-congenial fact checks,138971,138971,1,138971,1,NA,NA,Published 138971; rewrite 138971; deposit 138971.
coppock_etal_2023,design_traffic_weeks,"Design, p. 4",definitional,Weeks of page views following the original post,NA,8,NA,13,0,NA,unresolved,The deposited traffic series runs from four to thirteen weeks per fact check rather than eight.
coppock_etal_2023,design_two_thirds,"Design, p. 4: ""Two-thirds of our tested fact-checks were produced by PolitiFact as part of their partnership with Facebook""",definitional,Share of tested fact checks from the Facebook partnership,NA,2,NA,NA,NA,NA,NA,No counterpart in the deposit or the rewrite.
coppock_etal_2023,design_two_wave_panels,"Design, p. 3: ""We administered six two-wave panels and two three-wave panels""",definitional,Two-wave panels,NA,6,NA,6,1,NA,NA,Published 6; rewrite 6; deposit not computed.
coppock_etal_2023,disc_experiments,"Discussion, p. 11: ""Eight multi-wave experiments extend prior findings""",definitional,Multi-wave experiments,NA,8,NA,8,1,NA,NA,Published 8; rewrite 8; deposit not computed.
coppock_etal_2023,disc_more_than_twice,"Discussion, p. 12: ""the magnitude of the effects of fact-checks is more than twice that of misinformation""",descriptive,The correction effect is more than twice the misinformation effect,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,disc_named_moderators,"Discussion, p. 11: ""The Big Five personality traits, need for cognition, and political interest all moderate the effect of fact-checks""",descriptive,All seven named covariates moderate the correction effect,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,disc_persist_w2,"Discussion, p. 11: ""The effects of fact-checks persisted at 66 per cent the original magnitude after one week""",pipeline,Share of the Wave 1 correction effect remaining at Wave 2,49,66,0,49,0,NA,paper_internal,As art_intro_persist_w2.
coppock_etal_2023,disc_persist_w3,"Discussion, p. 11: ""and at 50 per cent after more than two weeks""",pipeline,Share of the Wave 1 correction effect remaining at Wave 3,43,50,0,34,0,NA,paper_internal,As art_intro_persist_w3.
coppock_etal_2023,disc_roughly_twice,"Discussion, p. 12: ""corrections improved it by roughly twice the amount""",descriptive,The correction effect is roughly twice the misinformation effect,NA,1,NA,1,NA,TRUE,NA,Published 1; rewrite 1; deposit not computed.
coppock_etal_2023,fig1_agreement_points,Figure 1,structural,Control-group agreement points plotted in Figure 1,NA,48,NA,48,1,NA,NA,Published 48; rewrite 48; deposit not computed.
coppock_etal_2023,fig1_traffic_rows,Figure 1,structural,Fact check rows plotted in Figure 1,NA,24,NA,24,1,NA,NA,Published 24; rewrite 24; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_lucid_control,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (Lucid) control,NA,30,NA,30,1,NA,NA,Published 30; rewrite 30; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_lucid_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (Lucid) fact-check,NA,28,NA,28,1,NA,NA,Published 28; rewrite 28; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_lucid_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (Lucid) misinformation,NA,39,NA,39,1,NA,NA,Published 39; rewrite 39; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_mturk_control,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (MTurk) control,NA,49,NA,49,1,NA,NA,Published 49; rewrite 49; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_mturk_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (MTurk) fact-check,NA,51,NA,51,1,NA,NA,Published 51; rewrite 51; deposit not computed.
coppock_etal_2023,fig2_mean_antifa_mturk_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Antifa start West Coast wildfires (MTurk) misinformation,NA,53,NA,53,1,NA,NA,Published 53; rewrite 53; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_homophobic_control,Figure 2,pipeline,Figure 2 conditional mean: Judge Barrett made homophobic and racist statements control,NA,43,NA,43,1,NA,NA,Published 43; rewrite 43; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_homophobic_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Judge Barrett made homophobic and racist statements fact-check,NA,28,NA,28,1,NA,NA,Published 28; rewrite 28; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_homophobic_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Judge Barrett made homophobic and racist statements misinformation,NA,43,NA,43,1,NA,NA,Published 43; rewrite 43; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_looks_control,Figure 2,pipeline,Figure 2 conditional mean: Trump chose Judge Barrett on basis of looks control,NA,36,NA,36,1,NA,NA,Published 36; rewrite 36; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_looks_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Trump chose Judge Barrett on basis of looks fact-check,NA,25,NA,25,1,NA,NA,Published 25; rewrite 25; deposit not computed.
coppock_etal_2023,fig2_mean_barrett_looks_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Trump chose Judge Barrett on basis of looks misinformation,NA,45,NA,45,1,NA,NA,Published 45; rewrite 45; deposit not computed.
coppock_etal_2023,fig2_mean_biden_400k_control,Figure 2,pipeline,Figure 2 conditional mean: Joe Biden has never made more than $400k control,NA,39,NA,39,1,NA,NA,Published 39; rewrite 39; deposit not computed.
coppock_etal_2023,fig2_mean_biden_400k_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Joe Biden has never made more than $400k fact-check,NA,33,NA,33,1,NA,NA,Published 33; rewrite 33; deposit not computed.
coppock_etal_2023,fig2_mean_biden_400k_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Joe Biden has never made more than $400k misinformation,NA,50,NA,50,1,NA,NA,Published 50; rewrite 50; deposit not computed.
coppock_etal_2023,fig2_mean_biden_wire_control,Figure 2,pipeline,Figure 2 conditional mean: Biden wears wire at debate control,NA,47,NA,47,1,NA,NA,Published 47; rewrite 47; deposit not computed.
coppock_etal_2023,fig2_mean_biden_wire_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Biden wears wire at debate fact-check,NA,41,NA,41,1,NA,NA,Published 41; rewrite 41; deposit not computed.
coppock_etal_2023,fig2_mean_biden_wire_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Biden wears wire at debate misinformation,NA,46,NA,46,1,NA,NA,Published 46; rewrite 46; deposit not computed.
coppock_etal_2023,fig2_mean_coons_control,Figure 2,pipeline,Figure 2 conditional mean: Sen Coons daughters photo on Hunter Bidens laptop control,NA,48,NA,48,1,NA,NA,Published 48; rewrite 48; deposit not computed.
coppock_etal_2023,fig2_mean_coons_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Sen Coons daughters photo on Hunter Bidens laptop fact-check,NA,39,NA,39,1,NA,NA,Published 39; rewrite 39; deposit not computed.
coppock_etal_2023,fig2_mean_coons_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Sen Coons daughters photo on Hunter Bidens laptop misinformation,NA,39,NA,39,1,NA,NA,Published 39; rewrite 39; deposit not computed.
coppock_etal_2023,fig2_mean_election_night_control,Figure 2,pipeline,Figure 2 conditional mean: Presidential winner must be announced election night control,NA,44,NA,44,1,NA,NA,Published 44; rewrite 44; deposit not computed.
coppock_etal_2023,fig2_mean_election_night_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Presidential winner must be announced election night fact-check,NA,35,NA,35,1,NA,NA,Published 35; rewrite 35; deposit not computed.
coppock_etal_2023,fig2_mean_election_night_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Presidential winner must be announced election night misinformation,NA,42,NA,42,1,NA,NA,Published 42; rewrite 42; deposit not computed.
coppock_etal_2023,fig2_mean_gop_pens_control,Figure 2,pipeline,Figure 2 conditional mean: GOP voters pens invisible to voting machines control,NA,42,NA,42,1,NA,NA,Published 42; rewrite 42; deposit not computed.
coppock_etal_2023,fig2_mean_gop_pens_factcheck,Figure 2,pipeline,Figure 2 conditional mean: GOP voters pens invisible to voting machines fact-check,NA,44,NA,44,1,NA,NA,Published 44; rewrite 44; deposit not computed.
coppock_etal_2023,fig2_mean_gop_pens_misinformation,Figure 2,pipeline,Figure 2 conditional mean: GOP voters pens invisible to voting machines misinformation,NA,55,NA,55,1,NA,NA,Published 55; rewrite 55; deposit not computed.
coppock_etal_2023,fig2_mean_hunter_laptop_control,Figure 2,pipeline,Figure 2 conditional mean: Hunter Bidens laptop had photos torturing children control,NA,25,NA,25,1,NA,NA,Published 25; rewrite 25; deposit not computed.
coppock_etal_2023,fig2_mean_hunter_laptop_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Hunter Bidens laptop had photos torturing children fact-check,NA,24,NA,24,1,NA,NA,Published 24; rewrite 24; deposit not computed.
coppock_etal_2023,fig2_mean_hunter_laptop_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Hunter Bidens laptop had photos torturing children misinformation,NA,28,NA,28,1,NA,NA,Published 28; rewrite 28; deposit not computed.
coppock_etal_2023,fig2_mean_kamala_control,Figure 2,pipeline,Figure 2 conditional mean: Kamala Harris imprisoned prolife activists control,NA,47,NA,47,1,NA,NA,Published 47; rewrite 47; deposit not computed.
coppock_etal_2023,fig2_mean_kamala_factcheck,Figure 2,pipeline,Figure 2 conditional mean: Kamala Harris imprisoned prolife activists fact-check,NA,47,NA,47,1,NA,NA,Published 47; rewrite 47; deposit not computed.
coppock_etal_2023,fig2_mean_kamala_misinformation,Figure 2,pipeline,Figure 2 conditional mean: Kamala Harris imprisoned prolife activists misinformation,NA,60,NA,60,1,NA,NA,Published 60; rewrite 60; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_lucid_control,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (Lucid) control,NA,31,NA,31,1,NA,NA,Published 31; rewrite 31; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_lucid_factcheck,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (Lucid) fact-check,NA,37,NA,37,1,NA,NA,Published 37; rewrite 37; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_lucid_misinformation,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (Lucid) misinformation,NA,40,NA,40,1,NA,NA,Published 40; rewrite 40; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_mturk_control,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (MTurk) control,NA,51,NA,51,1,NA,NA,Published 51; rewrite 51; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_mturk_factcheck,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (MTurk) fact-check,NA,52,NA,52,1,NA,NA,Published 52; rewrite 52; deposit not computed.
coppock_etal_2023,fig2_mean_light_bulb_mturk_misinformation,Figure 2,pipeline,Figure 2 conditional mean: A black man invented the light bulb (MTurk) misinformation,NA,57,NA,57,1,NA,NA,Published 57; rewrite 57; deposit not computed.
coppock_etal_2023,fig2_mean_obama_judges_control,Figure 2,pipeline,Figure 2 conditional mean: Obama failed to nominate US judges control,NA,46,NA,46,1,NA,NA,Published 46; rewrite 46; deposit not computed.
